reading_id,timestamp,hour,day_of_week,zone,tag_id,metric,value,classification,alert,pipeline_latency_ms,battery_co2_saved_g
1151,2026-08-02 00:00:00,0,Sunday,greenhouse-A,bdd640fb7d62,rssi_dbm,-55.8,NORMAL,False,0.393,552.48
1152,2026-08-02 00:00:00,0,Sunday,greenhouse-A,392456de347a,rssi_dbm,-57.7,NORMAL,False,0.57,552.96
1153,2026-08-02 00:00:00,0,Sunday,greenhouse-B,b2b9437aae35,temperature_c,19.16,NORMAL,False,0.499,553.44
1154,2026-08-02 00:00:00,0,Sunday,greenhouse-B,472293896e3d,temperature_c,17.77,NORMAL,False,1.885,553.92
1155,2026-08-02 00:00:00,0,Sunday,greenhouse-B,562b0f792f7c,temperature_c,18.46,NORMAL,False,0.239,554.4
1156,2026-08-02 00:05:00,0,Sunday,greenhouse-A,6c0311990f41,rssi_dbm,-58.5,NORMAL,False,0.286,554.88
1157,2026-08-02 00:05:00,0,Sunday,greenhouse-B,b2b9437aae35,rssi_dbm,-65.4,NORMAL,False,0.291,555.36
1158,2026-08-02 00:10:00,0,Sunday,greenhouse-A,bdd640fb7d62,temperature_c,16.16,NORMAL,False,0.469,555.84
1159,2026-08-02 00:10:00,0,Sunday,greenhouse-A,392456de347a,temperature_c,16.42,NORMAL,False,0.449,556.32
1160,2026-08-02 00:10:00,0,Sunday,greenhouse-A,17fc695a771f,temperature_c,16.76,NORMAL,False,0.393,556.8
1161,2026-08-02 00:15:00,0,Sunday,greenhouse-A,6c0311990f41,temperature_c,16.71,NORMAL,False,0.376,557.28
1162,2026-08-02 00:15:00,0,Sunday,greenhouse-A,17fc695a771f,temperature_c,16.72,NORMAL,False,0.334,557.76
1163,2026-08-02 00:15:00,0,Sunday,greenhouse-B,de8a774b51be,temperature_c,18.78,NORMAL,False,0.512,558.24
1164,2026-08-02 00:15:00,0,Sunday,greenhouse-B,472293896e3d,temperature_c,18.87,NORMAL,False,0.732,558.72
1165,2026-08-02 00:15:00,0,Sunday,greenhouse-B,562b0f792f7c,temperature_c,18.51,NORMAL,False,0.487,559.2
1166,2026-08-02 00:20:00,0,Sunday,greenhouse-A,17fc695a771f,rssi_dbm,-59.6,NORMAL,False,0.569,559.68
1167,2026-08-02 00:20:00,0,Sunday,greenhouse-B,de8a774b51be,rssi_dbm,-63.8,NORMAL,False,0.418,560.16
1168,2026-08-02 00:20:00,0,Sunday,greenhouse-B,562b0f792f7c,temperature_c,19.01,NORMAL,False,4.142,560.64
1169,2026-08-02 00:25:00,0,Sunday,greenhouse-A,bdd640fb7d62,temperature_c,16.43,NORMAL,False,0.341,561.12
1170,2026-08-02 00:25:00,0,Sunday,greenhouse-A,392456de347a,rssi_dbm,-60.2,NORMAL,False,0.488,561.6
1171,2026-08-02 00:25:00,0,Sunday,greenhouse-A,17fc695a771f,temperature_c,16.58,NORMAL,False,0.259,562.08
1172,2026-08-02 00:25:00,0,Sunday,greenhouse-B,472293896e3d,temperature_c,18.14,NORMAL,False,0.406,562.56
1173,2026-08-02 00:30:00,0,Sunday,greenhouse-A,392456de347a,temperature_c,16.29,NORMAL,False,0.262,563.04
1174,2026-08-02 00:30:00,0,Sunday,greenhouse-A,17fc695a771f,temperature_c,16.08,NORMAL,False,0.432,563.52
1175,2026-08-02 00:30:00,0,Sunday,greenhouse-B,de8a774b51be,temperature_c,18.59,NORMAL,False,0.435,564.0
1176,2026-08-02 00:30:00,0,Sunday,greenhouse-B,472293896e3d,temperature_c,18.44,NORMAL,False,0.508,564.48
1177,2026-08-02 00:30:00,0,Sunday,greenhouse-B,562b0f792f7c,rssi_dbm,-64.6,NORMAL,False,3.258,564.96
1178,2026-08-02 00:35:00,0,Sunday,greenhouse-A,bdd640fb7d62,temperature_c,16.99,NORMAL,False,0.491,565.44
1179,2026-08-02 00:35:00,0,Sunday,greenhouse-B,b2b9437aae35,temperature_c,18.59,NORMAL,False,3.844,565.92
1180,2026-08-02 00:35:00,0,Sunday,greenhouse-B,472293896e3d,temperature_c,18.67,NORMAL,False,0.366,566.4
1181,2026-08-02 00:35:00,0,Sunday,greenhouse-B,562b0f792f7c,temperature_c,18.96,NORMAL,False,0.419,566.88
1182,2026-08-02 00:40:00,0,Sunday,greenhouse-A,bdd640fb7d62,temperature_c,16.87,NORMAL,False,0.332,567.36
1183,2026-08-02 00:40:00,0,Sunday,greenhouse-B,de8a774b51be,temperature_c,18.57,NORMAL,False,0.462,567.84
1184,2026-08-02 00:40:00,0,Sunday,greenhouse-B,472293896e3d,temperature_c,18.81,NORMAL,False,0.299,568.32
1185,2026-08-02 00:45:00,0,Sunday,greenhouse-A,a3b1799d0cce,temperature_c,16.73,NORMAL,False,0.118,568.8
1186,2026-08-02 00:45:00,0,Sunday,greenhouse-A,17fc695a771f,temperature_c,17.11,NORMAL,False,0.286,569.28
1187,2026-08-02 00:45:00,0,Sunday,greenhouse-B,de8a774b51be,temperature_c,19.09,NORMAL,False,0.356,569.76
1188,2026-08-02 00:45:00,0,Sunday,greenhouse-B,472293896e3d,temperature_c,17.84,NORMAL,False,0.366,570.24
1189,2026-08-02 00:45:00,0,Sunday,greenhouse-B,562b0f792f7c,temperature_c,19.17,NORMAL,False,0.407,570.72
1190,2026-08-02 00:50:00,0,Sunday,greenhouse-B,472293896e3d,temperature_c,18.32,NORMAL,False,0.05,571.2
1191,2026-08-02 00:50:00,0,Sunday,greenhouse-B,562b0f792f7c,temperature_c,18.21,NORMAL,False,3.948,571.68
1192,2026-08-02 00:55:00,0,Sunday,greenhouse-A,bdd640fb7d62,rssi_dbm,-57.7,NORMAL,False,0.573,572.16
1193,2026-08-02 00:55:00,0,Sunday,greenhouse-A,17fc695a771f,rssi_dbm,-57.3,NORMAL,False,0.204,572.64
1194,2026-08-02 00:55:00,0,Sunday,greenhouse-B,8b8148f670dd,temperature_c,18.73,NORMAL,False,0.535,573.12
1195,2026-08-02 00:55:00,0,Sunday,greenhouse-B,b2b9437aae35,temperature_c,19.44,NORMAL,False,0.366,573.6
1196,2026-08-02 01:00:00,1,Sunday,greenhouse-A,a3b1799d0cce,temperature_c,16.2,NORMAL,False,0.374,574.08
1197,2026-08-02 01:00:00,1,Sunday,greenhouse-A,17fc695a771f,temperature_c,15.69,NORMAL,False,0.235,574.56
1198,2026-08-02 01:00:00,1,Sunday,greenhouse-B,8b8148f670dd,temperature_c,18.98,NORMAL,False,0.346,575.04
1199,2026-08-02 01:00:00,1,Sunday,greenhouse-B,472293896e3d,temperature_c,19.17,NORMAL,False,0.627,575.52
1200,2026-08-02 01:00:00,1,Sunday,greenhouse-B,562b0f792f7c,temperature_c,19.37,NORMAL,False,0.51,576.0
1201,2026-08-02 01:05:00,1,Sunday,greenhouse-B,562b0f792f7c,temperature_c,18.65,NORMAL,False,0.374,576.48
1202,2026-08-02 01:10:00,1,Sunday,greenhouse-A,a3b1799d0cce,temperature_c,16.28,NORMAL,False,0.45,576.96
1203,2026-08-02 01:10:00,1,Sunday,greenhouse-A,bdd640fb7d62,temperature_c,16.2,NORMAL,False,0.712,577.44
1204,2026-08-02 01:10:00,1,Sunday,greenhouse-A,392456de347a,rssi_dbm,-55.5,NORMAL,False,0.576,577.92
1205,2026-08-02 01:10:00,1,Sunday,greenhouse-A,6c0311990f41,rssi_dbm,-57.7,NORMAL,False,0.182,578.4
1206,2026-08-02 01:10:00,1,Sunday,greenhouse-A,17fc695a771f,temperature_c,16.53,NORMAL,False,0.41,578.88
1207,2026-08-02 01:10:00,1,Sunday,greenhouse-B,472293896e3d,temperature_c,18.59,NORMAL,False,0.352,579.36
1208,2026-08-02 01:15:00,1,Sunday,greenhouse-A,a3b1799d0cce,rssi_dbm,-57.3,NORMAL,False,0.452,579.84
1209,2026-08-02 01:15:00,1,Sunday,greenhouse-A,bdd640fb7d62,temperature_c,16.75,NORMAL,False,0.415,580.32
1210,2026-08-02 01:15:00,1,Sunday,greenhouse-A,6c0311990f41,rssi_dbm,-55.1,NORMAL,False,0.507,580.8
1211,2026-08-02 01:15:00,1,Sunday,greenhouse-B,de8a774b51be,temperature_c,17.8,NORMAL,False,0.328,581.28
1212,2026-08-02 01:15:00,1,Sunday,greenhouse-B,b2b9437aae35,rssi_dbm,-60.3,NORMAL,False,0.269,581.76
1213,2026-08-02 01:15:00,1,Sunday,greenhouse-B,562b0f792f7c,rssi_dbm,-63.1,NORMAL,False,0.462,582.24
1214,2026-08-02 01:20:00,1,Sunday,greenhouse-A,a3b1799d0cce,temperature_c,16.85,NORMAL,False,0.502,582.72
1215,2026-08-02 01:20:00,1,Sunday,greenhouse-A,bdd640fb7d62,temperature_c,16.33,NORMAL,False,0.429,583.2
1216,2026-08-02 01:25:00,1,Sunday,greenhouse-A,bdd640fb7d62,rssi_dbm,-56.5,NORMAL,False,0.7,583.68
1217,2026-08-02 01:25:00,1,Sunday,greenhouse-A,6c0311990f41,temperature_c,16.51,NORMAL,False,0.343,584.16
1218,2026-08-02 01:25:00,1,Sunday,greenhouse-B,562b0f792f7c,temperature_c,18.52,NORMAL,False,0.678,584.64
1219,2026-08-02 01:30:00,1,Sunday,greenhouse-A,a3b1799d0cce,temperature_c,16.79,NORMAL,False,0.586,585.12
1220,2026-08-02 01:30:00,1,Sunday,greenhouse-A,392456de347a,temperature_c,15.95,NORMAL,False,0.398,585.6
1221,2026-08-02 01:30:00,1,Sunday,greenhouse-A,17fc695a771f,temperature_c,16.5,NORMAL,False,0.461,586.08
1222,2026-08-02 01:30:00,1,Sunday,greenhouse-B,de8a774b51be,rssi_dbm,-61.1,NORMAL,False,3.836,586.56
1223,2026-08-02 01:30:00,1,Sunday,greenhouse-B,472293896e3d,rssi_dbm,-62.2,NORMAL,False,0.39,587.04
1224,2026-08-02 01:30:00,1,Sunday,greenhouse-B,562b0f792f7c,rssi_dbm,-63.0,NORMAL,False,0.512,587.52
1225,2026-08-02 01:35:00,1,Sunday,greenhouse-A,a3b1799d0cce,temperature_c,16.6,NORMAL,False,0.372,588.0
1226,2026-08-02 01:35:00,1,Sunday,greenhouse-A,bdd640fb7d62,temperature_c,16.08,NORMAL,False,0.198,588.48
1227,2026-08-02 01:35:00,1,Sunday,greenhouse-A,392456de347a,temperature_c,16.67,NORMAL,False,0.517,588.96
1228,2026-08-02 01:35:00,1,Sunday,greenhouse-A,6c0311990f41,temperature_c,17.5,NORMAL,False,0.273,589.44
1229,2026-08-02 01:35:00,1,Sunday,greenhouse-A,17fc695a771f,temperature_c,16.94,NORMAL,False,0.45,589.92
1230,2026-08-02 01:35:00,1,Sunday,greenhouse-B,8b8148f670dd,rssi_dbm,-61.1,NORMAL,False,0.232,590.4
1231,2026-08-02 01:35:00,1,Sunday,greenhouse-B,562b0f792f7c,rssi_dbm,-61.3,NORMAL,False,0.369,590.88
1232,2026-08-02 01:40:00,1,Sunday,greenhouse-A,a3b1799d0cce,temperature_c,16.33,NORMAL,False,0.357,591.36
1233,2026-08-02 01:40:00,1,Sunday,greenhouse-A,bdd640fb7d62,temperature_c,17.62,NORMAL,False,4.401,591.84
1234,2026-08-02 01:40:00,1,Sunday,greenhouse-B,8b8148f670dd,temperature_c,19.19,NORMAL,False,0.326,592.32
1235,2026-08-02 01:40:00,1,Sunday,greenhouse-B,de8a774b51be,temperature_c,17.91,NORMAL,False,0.391,592.8
1236,2026-08-02 01:40:00,1,Sunday,greenhouse-B,562b0f792f7c,temperature_c,18.13,NORMAL,False,0.6,593.28
1237,2026-08-02 01:45:00,1,Sunday,greenhouse-A,a3b1799d0cce,temperature_c,16.85,NORMAL,False,0.075,593.76
1238,2026-08-02 01:45:00,1,Sunday,greenhouse-B,472293896e3d,temperature_c,18.86,NORMAL,False,0.455,594.24
1239,2026-08-02 01:45:00,1,Sunday,greenhouse-B,562b0f792f7c,temperature_c,18.4,NORMAL,False,0.338,594.72
1240,2026-08-02 01:50:00,1,Sunday,greenhouse-A,bdd640fb7d62,rssi_dbm,-57.3,NORMAL,False,0.355,595.2
1241,2026-08-02 01:50:00,1,Sunday,greenhouse-B,8b8148f670dd,temperature_c,18.75,NORMAL,False,0.288,595.68
1242,2026-08-02 01:50:00,1,Sunday,greenhouse-B,de8a774b51be,temperature_c,18.48,NORMAL,False,0.575,596.16
1243,2026-08-02 01:50:00,1,Sunday,greenhouse-B,b2b9437aae35,temperature_c,18.42,NORMAL,False,0.508,596.64
1244,2026-08-02 01:50:00,1,Sunday,greenhouse-B,562b0f792f7c,temperature_c,18.43,NORMAL,False,0.319,597.12
1245,2026-08-02 01:55:00,1,Sunday,greenhouse-A,a3b1799d0cce,temperature_c,16.7,NORMAL,False,0.316,597.6
1246,2026-08-02 01:55:00,1,Sunday,greenhouse-A,bdd640fb7d62,rssi_dbm,-57.6,NORMAL,False,0.573,598.08
1247,2026-08-02 01:55:00,1,Sunday,greenhouse-A,392456de347a,rssi_dbm,-58.2,NORMAL,False,0.28,598.56
1248,2026-08-02 01:55:00,1,Sunday,greenhouse-A,6c0311990f41,temperature_c,17.01,NORMAL,False,0.396,599.04
1249,2026-08-02 01:55:00,1,Sunday,greenhouse-B,472293896e3d,temperature_c,19.17,NORMAL,False,0.293,599.52
1250,2026-08-02 02:00:00,2,Sunday,greenhouse-A,a3b1799d0cce,rssi_dbm,-54.7,NORMAL,False,0.473,600.0
1251,2026-08-02 02:00:00,2,Sunday,greenhouse-A,bdd640fb7d62,temperature_c,22.92,NORMAL,False,0.429,600.48
1252,2026-08-02 02:00:00,2,Sunday,greenhouse-A,6c0311990f41,temperature_c,23.12,NORMAL,False,0.287,600.96
1253,2026-08-02 02:00:00,2,Sunday,greenhouse-B,8b8148f670dd,rssi_dbm,-66.1,NORMAL,False,0.619,601.44
1254,2026-08-02 02:05:00,2,Sunday,greenhouse-B,8b8148f670dd,temperature_c,27.13,NORMAL,False,0.462,601.92
1255,2026-08-02 02:05:00,2,Sunday,greenhouse-B,472293896e3d,rssi_dbm,-60.8,NORMAL,False,0.37,602.4
1256,2026-08-02 02:10:00,2,Sunday,greenhouse-A,bdd640fb7d62,temperature_c,24.73,NORMAL,False,0.384,602.88
1257,2026-08-02 02:10:00,2,Sunday,greenhouse-A,392456de347a,rssi_dbm,-57.7,NORMAL,False,0.538,603.36
1258,2026-08-02 02:10:00,2,Sunday,greenhouse-A,17fc695a771f,temperature_c,24.2,NORMAL,False,0.315,603.84
1259,2026-08-02 02:10:00,2,Sunday,greenhouse-B,8b8148f670dd,temperature_c,26.78,NORMAL,False,0.455,604.32
1260,2026-08-02 02:10:00,2,Sunday,greenhouse-B,de8a774b51be,temperature_c,26.02,NORMAL,False,0.484,604.8
1261,2026-08-02 02:10:00,2,Sunday,greenhouse-B,b2b9437aae35,rssi_dbm,-63.5,NORMAL,False,0.372,605.28
1262,2026-08-02 02:10:00,2,Sunday,greenhouse-B,562b0f792f7c,temperature_c,26.54,NORMAL,False,0.298,605.76
1263,2026-08-02 02:15:00,2,Sunday,greenhouse-A,a3b1799d0cce,temperature_c,23.29,NORMAL,False,0.384,606.24
1264,2026-08-02 02:15:00,2,Sunday,greenhouse-A,6c0311990f41,temperature_c,22.82,NORMAL,False,0.581,606.72
1265,2026-08-02 02:15:00,2,Sunday,greenhouse-B,de8a774b51be,temperature_c,25.43,NORMAL,False,0.355,607.2
1266,2026-08-02 02:15:00,2,Sunday,greenhouse-B,472293896e3d,rssi_dbm,-63.5,NORMAL,False,0.523,607.68
1267,2026-08-02 02:20:00,2,Sunday,greenhouse-A,a3b1799d0cce,rssi_dbm,-59.4,NORMAL,False,0.291,608.16
1268,2026-08-02 02:20:00,2,Sunday,greenhouse-A,bdd640fb7d62,temperature_c,23.54,NORMAL,False,0.395,608.64
1269,2026-08-02 02:20:00,2,Sunday,greenhouse-B,b2b9437aae35,temperature_c,25.02,NORMAL,False,0.351,609.12
1270,2026-08-02 02:25:00,2,Sunday,greenhouse-A,a3b1799d0cce,rssi_dbm,-57.4,NORMAL,False,0.443,609.6
1271,2026-08-02 02:25:00,2,Sunday,greenhouse-A,392456de347a,temperature_c,24.72,NORMAL,False,0.229,610.08
1272,2026-08-02 02:25:00,2,Sunday,greenhouse-B,8b8148f670dd,temperature_c,26.93,NORMAL,False,0.266,610.56
1273,2026-08-02 02:25:00,2,Sunday,greenhouse-B,562b0f792f7c,temperature_c,26.75,NORMAL,False,0.425,611.04
1274,2026-08-02 02:30:00,2,Sunday,greenhouse-A,bdd640fb7d62,temperature_c,25.35,NORMAL,False,0.573,611.52
1275,2026-08-02 02:30:00,2,Sunday,greenhouse-A,392456de347a,rssi_dbm,-56.7,NORMAL,False,0.483,612.0
1276,2026-08-02 02:30:00,2,Sunday,greenhouse-A,17fc695a771f,temperature_c,24.13,NORMAL,False,0.507,612.48
1277,2026-08-02 02:30:00,2,Sunday,greenhouse-B,562b0f792f7c,temperature_c,26.64,NORMAL,False,0.21,612.96
1278,2026-08-02 02:35:00,2,Sunday,greenhouse-A,a3b1799d0cce,temperature_c,23.63,NORMAL,False,0.329,613.44
1279,2026-08-02 02:35:00,2,Sunday,greenhouse-A,bdd640fb7d62,temperature_c,24.22,NORMAL,False,0.501,613.92
1280,2026-08-02 02:35:00,2,Sunday,greenhouse-A,392456de347a,temperature_c,23.42,NORMAL,False,0.532,614.4
1281,2026-08-02 02:35:00,2,Sunday,greenhouse-B,562b0f792f7c,temperature_c,25.71,NORMAL,False,0.113,614.88
1282,2026-08-02 02:40:00,2,Sunday,greenhouse-A,392456de347a,rssi_dbm,-58.4,NORMAL,False,0.344,615.36
1283,2026-08-02 02:40:00,2,Sunday,greenhouse-B,b2b9437aae35,rssi_dbm,-59.4,NORMAL,False,0.4,615.84
1284,2026-08-02 02:40:00,2,Sunday,greenhouse-B,472293896e3d,temperature_c,25.49,NORMAL,False,0.383,616.32
1285,2026-08-02 02:45:00,2,Sunday,greenhouse-A,392456de347a,temperature_c,22.43,NORMAL,False,0.447,616.8
1286,2026-08-02 02:45:00,2,Sunday,greenhouse-A,6c0311990f41,temperature_c,24.19,NORMAL,False,0.163,617.28
1287,2026-08-02 02:45:00,2,Sunday,greenhouse-A,17fc695a771f,temperature_c,22.64,NORMAL,False,0.403,617.76
1288,2026-08-02 02:45:00,2,Sunday,greenhouse-B,8b8148f670dd,rssi_dbm,-62.3,NORMAL,False,0.482,618.24
1289,2026-08-02 02:50:00,2,Sunday,greenhouse-A,bdd640fb7d62,rssi_dbm,-56.2,NORMAL,False,0.189,618.72
1290,2026-08-02 02:50:00,2,Sunday,greenhouse-B,8b8148f670dd,temperature_c,27.71,NORMAL,False,0.252,619.2
1291,2026-08-02 02:50:00,2,Sunday,greenhouse-B,b2b9437aae35,rssi_dbm,-60.7,NORMAL,False,0.234,619.68
1292,2026-08-02 02:55:00,2,Sunday,greenhouse-A,392456de347a,temperature_c,23.71,NORMAL,False,0.387,620.16
1293,2026-08-02 02:55:00,2,Sunday,greenhouse-A,17fc695a771f,temperature_c,23.33,NORMAL,False,0.373,620.64
1294,2026-08-02 02:55:00,2,Sunday,greenhouse-B,562b0f792f7c,temperature_c,25.14,NORMAL,False,0.739,621.12
1295,2026-08-02 03:00:00,3,Sunday,greenhouse-A,bdd640fb7d62,temperature_c,24.65,NORMAL,False,0.254,621.6
1296,2026-08-02 03:00:00,3,Sunday,greenhouse-B,b2b9437aae35,rssi_dbm,-58.9,NORMAL,False,0.294,622.08
1297,2026-08-02 03:05:00,3,Sunday,greenhouse-A,bdd640fb7d62,rssi_dbm,-60.0,NORMAL,False,0.494,622.56
1298,2026-08-02 03:05:00,3,Sunday,greenhouse-A,392456de347a,temperature_c,25.45,NORMAL,False,0.324,623.04
1299,2026-08-02 03:05:00,3,Sunday,greenhouse-B,8b8148f670dd,temperature_c,26.97,NORMAL,False,0.268,623.52
1300,2026-08-02 03:10:00,3,Sunday,greenhouse-A,a3b1799d0cce,temperature_c,24.28,NORMAL,False,0.47,624.0
1301,2026-08-02 03:10:00,3,Sunday,greenhouse-A,392456de347a,temperature_c,23.75,NORMAL,False,0.439,624.48
1302,2026-08-02 03:10:00,3,Sunday,greenhouse-A,17fc695a771f,temperature_c,24.45,NORMAL,False,0.598,624.96
1303,2026-08-02 03:15:00,3,Sunday,greenhouse-A,392456de347a,temperature_c,22.86,NORMAL,False,0.351,625.44
1304,2026-08-02 03:20:00,3,Sunday,greenhouse-A,a3b1799d0cce,temperature_c,25.59,NORMAL,False,3.315,625.92
1305,2026-08-02 03:20:00,3,Sunday,greenhouse-A,17fc695a771f,temperature_c,25.38,NORMAL,False,0.52,626.4
1306,2026-08-02 03:20:00,3,Sunday,greenhouse-B,de8a774b51be,temperature_c,27.42,NORMAL,False,0.317,626.88
1307,2026-08-02 03:20:00,3,Sunday,greenhouse-B,b2b9437aae35,temperature_c,26.93,NORMAL,False,0.293,627.36
1308,2026-08-02 03:25:00,3,Sunday,greenhouse-A,bdd640fb7d62,temperature_c,24.35,NORMAL,False,0.46,627.84
1309,2026-08-02 03:25:00,3,Sunday,greenhouse-A,392456de347a,temperature_c,23.16,NORMAL,False,0.398,628.32
1310,2026-08-02 03:25:00,3,Sunday,greenhouse-A,6c0311990f41,temperature_c,22.67,NORMAL,False,0.413,628.8
1311,2026-08-02 03:25:00,3,Sunday,greenhouse-B,b2b9437aae35,rssi_dbm,-62.8,NORMAL,False,0.148,629.28
1312,2026-08-02 03:30:00,3,Sunday,greenhouse-A,17fc695a771f,rssi_dbm,-57.4,NORMAL,False,0.463,629.76
1313,2026-08-02 03:30:00,3,Sunday,greenhouse-B,de8a774b51be,temperature_c,26.89,NORMAL,False,0.367,630.24
1314,2026-08-02 03:35:00,3,Sunday,greenhouse-A,17fc695a771f,temperature_c,23.83,NORMAL,False,0.384,630.72
1315,2026-08-02 03:35:00,3,Sunday,greenhouse-B,de8a774b51be,temperature_c,24.67,NORMAL,False,0.375,631.2
1316,2026-08-02 03:35:00,3,Sunday,greenhouse-B,b2b9437aae35,temperature_c,25.28,NORMAL,False,0.44,631.68
1317,2026-08-02 03:40:00,3,Sunday,greenhouse-A,a3b1799d0cce,temperature_c,25.21,NORMAL,False,0.561,632.16
1318,2026-08-02 03:40:00,3,Sunday,greenhouse-A,bdd640fb7d62,rssi_dbm,-57.8,NORMAL,False,0.438,632.64
1319,2026-08-02 03:40:00,3,Sunday,greenhouse-A,392456de347a,rssi_dbm,-59.6,NORMAL,False,0.639,633.12
1320,2026-08-02 03:40:00,3,Sunday,greenhouse-B,8b8148f670dd,temperature_c,27.22,NORMAL,False,2.431,633.6
1321,2026-08-02 03:40:00,3,Sunday,greenhouse-B,de8a774b51be,temperature_c,26.66,NORMAL,False,0.401,634.08
1322,2026-08-02 03:40:00,3,Sunday,greenhouse-B,b2b9437aae35,rssi_dbm,-65.1,NORMAL,False,0.284,634.56
1323,2026-08-02 03:40:00,3,Sunday,greenhouse-B,472293896e3d,temperature_c,26.28,NORMAL,False,0.264,635.04
1324,2026-08-02 03:45:00,3,Sunday,greenhouse-A,bdd640fb7d62,rssi_dbm,-59.3,NORMAL,False,0.46,635.52
1325,2026-08-02 03:45:00,3,Sunday,greenhouse-B,b2b9437aae35,temperature_c,25.04,NORMAL,False,0.258,636.0
1326,2026-08-02 03:50:00,3,Sunday,greenhouse-A,a3b1799d0cce,temperature_c,25.33,NORMAL,False,0.442,636.48
1327,2026-08-02 03:50:00,3,Sunday,greenhouse-A,392456de347a,temperature_c,25.21,NORMAL,False,0.316,636.96
1328,2026-08-02 03:50:00,3,Sunday,greenhouse-B,472293896e3d,rssi_dbm,-61.3,NORMAL,False,0.532,637.44
1329,2026-08-02 03:50:00,3,Sunday,greenhouse-B,562b0f792f7c,temperature_c,27.26,NORMAL,False,0.364,637.92
1330,2026-08-02 03:55:00,3,Sunday,greenhouse-A,a3b1799d0cce,rssi_dbm,-57.3,NORMAL,False,0.413,638.4
1331,2026-08-02 03:55:00,3,Sunday,greenhouse-A,bdd640fb7d62,rssi_dbm,-58.6,NORMAL,False,0.508,638.88
1332,2026-08-02 03:55:00,3,Sunday,greenhouse-B,562b0f792f7c,temperature_c,26.71,NORMAL,False,0.381,639.36
1333,2026-08-02 04:00:00,4,Sunday,greenhouse-A,392456de347a,temperature_c,24.53,NORMAL,False,0.205,639.84
1334,2026-08-02 04:00:00,4,Sunday,greenhouse-A,17fc695a771f,temperature_c,25.09,NORMAL,False,0.354,640.32
1335,2026-08-02 04:00:00,4,Sunday,greenhouse-B,b2b9437aae35,temperature_c,27.0,NORMAL,False,0.398,640.8
1336,2026-08-02 04:05:00,4,Sunday,greenhouse-A,a3b1799d0cce,temperature_c,24.64,NORMAL,False,0.31,641.28
1337,2026-08-02 04:05:00,4,Sunday,greenhouse-B,8b8148f670dd,rssi_dbm,-62.3,NORMAL,False,0.148,641.76
1338,2026-08-02 04:05:00,4,Sunday,greenhouse-B,de8a774b51be,temperature_c,27.13,NORMAL,False,0.485,642.24
1339,2026-08-02 04:05:00,4,Sunday,greenhouse-B,b2b9437aae35,rssi_dbm,-61.8,NORMAL,False,0.463,642.72
1340,2026-08-02 04:10:00,4,Sunday,greenhouse-A,a3b1799d0cce,temperature_c,23.7,NORMAL,False,0.385,643.2
1341,2026-08-02 04:10:00,4,Sunday,greenhouse-A,bdd640fb7d62,temperature_c,24.78,NORMAL,False,0.6,643.68
1342,2026-08-02 04:10:00,4,Sunday,greenhouse-B,562b0f792f7c,temperature_c,26.28,NORMAL,False,0.164,644.16
1343,2026-08-02 04:15:00,4,Sunday,greenhouse-A,392456de347a,temperature_c,23.85,NORMAL,False,0.39,644.64
1344,2026-08-02 04:15:00,4,Sunday,greenhouse-A,6c0311990f41,temperature_c,24.47,NORMAL,False,0.211,645.12
1345,2026-08-02 04:15:00,4,Sunday,greenhouse-B,8b8148f670dd,temperature_c,26.44,NORMAL,False,0.328,645.6
1346,2026-08-02 04:15:00,4,Sunday,greenhouse-B,b2b9437aae35,temperature_c,25.99,NORMAL,False,0.317,646.08
1347,2026-08-02 04:15:00,4,Sunday,greenhouse-B,472293896e3d,temperature_c,26.24,NORMAL,False,0.399,646.56
1348,2026-08-02 04:20:00,4,Sunday,greenhouse-B,8b8148f670dd,temperature_c,27.32,NORMAL,False,0.245,647.04
1349,2026-08-02 04:20:00,4,Sunday,greenhouse-B,b2b9437aae35,temperature_c,27.2,NORMAL,False,0.252,647.52
1350,2026-08-02 04:25:00,4,Sunday,greenhouse-A,a3b1799d0cce,temperature_c,24.1,NORMAL,False,0.443,648.0
1351,2026-08-02 04:25:00,4,Sunday,greenhouse-A,392456de347a,temperature_c,23.92,NORMAL,False,0.29,648.48
1352,2026-08-02 04:25:00,4,Sunday,greenhouse-B,8b8148f670dd,temperature_c,26.32,NORMAL,False,0.444,648.96
1353,2026-08-02 04:25:00,4,Sunday,greenhouse-B,de8a774b51be,temperature_c,26.37,NORMAL,False,0.421,649.44
1354,2026-08-02 04:25:00,4,Sunday,greenhouse-B,b2b9437aae35,temperature_c,26.54,NORMAL,False,0.466,649.92
1355,2026-08-02 04:25:00,4,Sunday,greenhouse-B,472293896e3d,temperature_c,25.9,NORMAL,False,0.407,650.4
1356,2026-08-02 04:30:00,4,Sunday,greenhouse-A,392456de347a,temperature_c,24.51,NORMAL,False,0.451,650.88
1357,2026-08-02 04:30:00,4,Sunday,greenhouse-B,8b8148f670dd,temperature_c,26.77,NORMAL,False,0.644,651.36
1358,2026-08-02 04:30:00,4,Sunday,greenhouse-B,562b0f792f7c,temperature_c,26.67,NORMAL,False,0.396,651.84
1359,2026-08-02 04:35:00,4,Sunday,greenhouse-A,a3b1799d0cce,rssi_dbm,-59.3,NORMAL,False,0.38,652.32
1360,2026-08-02 04:35:00,4,Sunday,greenhouse-A,6c0311990f41,temperature_c,26.58,NORMAL,False,0.294,652.8
